state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,deaths_caused_by_another_person_female,deaths_caused_by_another_person_male,deaths_caused_by_another_person_total,deaths_from_accidental_injury_to_self_female,deaths_from_accidental_injury_to_self_male,deaths_from_accidental_injury_to_self_total,deaths_from_aids_female,deaths_from_aids_male,deaths_from_aids_total,deaths_from_execution_female,deaths_from_execution_male,deaths_from_execution_total,deaths_from_homicide_by_other_inmates_female,deaths_from_homicide_by_other_inmates_male,deaths_from_homicide_by_other_inmates_total,deaths_from_illness_or_natural_cause_female,deaths_from_illness_or_natural_cause_male,deaths_from_illness_or_natural_cause_total,deaths_from_other_homicide_female,deaths_from_other_homicide_male,deaths_from_other_homicide_total,deaths_from_suicide_female,deaths_from_suicide_male,deaths_from_suicide_total,total_deaths_female,total_deaths_male,total_deaths_total
Arizona,2006,4548321,3799731,6166318,3081023,3085295,2287613,2260708,1871504,1928227,NA,NA,NA,0,2,2,0,1,1,0,0,0,0,2,2,1,59,60,0,0,0,0,8,8,1,72,73
Arizona,2005,4245954,3569299,5806266,2903676,2902590,2150254,2095700,1775404,1793895,NA,NA,NA,0,0,0,0,1,1,0,0,0,0,3,3,5,60,65,0,0,0,0,8,8,5,72,77
Arizona,2004,4093437,3425995,5638345,2840404,2797941,2082464,2010973,1717003,1708992,NA,NA,NA,0,1,1,0,4,4,0,0,0,0,1,1,1,55,56,0,0,0,0,1,1,1,62,63
Arizona,2003,3962399,3321332,5490147,2750873,2739274,2010097,1952302,1654384,1666948,NA,NA,NA,0,0,0,0,3,3,0,0,0,0,0,0,1,72,73,0,0,0,0,10,10,1,85,86
Arizona,2002,3870515,3248475,5349497,2704518,2644979,1976045,1894470,1630220,1618255,NA,NA,NA,0,0,0,1,2,3,0,0,0,0,0,0,5,62,67,0,0,0,0,4,4,6,68,74
Arizona,2001,3711360,3081267,5183424,2632194,2551230,1905869,1805491,1554141,1527126,NA,NA,NA,0,1,1,0,2,2,0,0,0,0,1,1,1,54,55,0,0,0,0,2,2,1,64,65
Arizona,2000,3639273,3062022,4943392,2490017,2453375,1846771,1792502,1522163,1539859,NA,NA,NA,0,0,0,0,2,2,0,3,3,0,3,3,0,54,54,0,0,0,1,3,4,1,65,66
Arizona,1999,3542958.2,2979191.8,4814337.7,2426083.6,2388254.1,1799700.5,1743257.7,1482277.4,1496914.4,NA,NA,NA,0,1,1,0,4,4,0,7,7,0,0,0,1,51,52,0,0,0,0,2,2,1,66,67
Arizona,1998,3446643.4,2896361.6,4685283.4,2362150.2,2323133.2,1752630,1694013.4,1442391.8,1453969.8,0,1,1,0,0,0,0,0,0,0,4,4,NA,NA,NA,4,46,50,NA,NA,NA,0,5,5,NA,NA,NA
Arizona,1997,3350328.6,2813531.4,4556229.1,2298216.8,2258012.3,1705559.5,1644769.1,1402506.2,1411025.2,0,2,2,0,1,1,0,0,0,0,2,2,NA,NA,NA,1,51,52,NA,NA,NA,0,3,3,NA,NA,NA
Arizona,1996,3254013.8,2730701.2,4427174.8,2234283.4,2192891.4,1658489,1595524.8,1362620.6,1368080.6,0,1,1,0,4,4,0,0,0,0,2,2,NA,NA,NA,2,49,51,NA,NA,NA,0,2,2,NA,NA,NA
Arizona,1995,3157699,2647871,4298120.5,2170350,2127770.5,1611418.5,1546280.5,1322735,1325136,0,3,3,0,2,2,0,0,0,0,1,1,NA,NA,NA,1,48,49,NA,NA,NA,0,2,2,NA,NA,NA
Arizona,1994,3061384.2,2565040.8,4169066.2,2106416.6,2062649.6,1564348,1497036.2,1282849.4,1282191.4,0,2,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,36,36,NA,NA,NA,0,2,2,NA,NA,NA
Arizona,1993,2965069.4,2482210.6,4040011.9,2042483.2,1997528.7,1517277.5,1447791.9,1242963.8,1239246.8,0,1,1,0,2,2,0,0,0,0,2,2,NA,NA,NA,1,33,34,NA,NA,NA,0,5,5,NA,NA,NA
Arizona,1992,2868754.6,2399380.4,3910957.6,1978549.8,1932407.8,1470207,1398547.6,1203078.2,1196302.2,0,2,2,0,1,1,0,0,0,0,1,1,NA,NA,NA,2,28,30,NA,NA,NA,0,8,8,NA,NA,NA
Arizona,1991,2772439.8,2316550.2,3781903.3,1914616.4,1867286.9,1423136.5,1349303.3,1163192.6,1153357.6,0,4,4,0,2,2,0,4,4,0,0,0,NA,NA,NA,2,16,18,NA,NA,NA,0,3,3,NA,NA,NA
Arizona,1990,2676125,2233720,3652849,1850683,1802166,1376066,1300059,1123307,1110413,0,1,1,0,6,6,NA,NA,NA,0,0,0,NA,NA,NA,0,19,19,NA,NA,NA,0,2,2,NA,NA,NA
Arizona,1989,2601036.5,2174588,3559942.1,1804700.7,1755241.4,1338135.4,1262901.1,1094792.3,1079795.7,0,1,1,0,2,2,NA,NA,NA,0,0,0,NA,NA,NA,1,17,18,NA,NA,NA,0,2,2,NA,NA,NA
Arizona,1988,2525948,2115456,3467035.2,1758718.4,1708316.8,1300204.8,1225743.2,1066277.6,1049178.4,0,1,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,20,20,NA,NA,NA,0,4,4,NA,NA,NA
Arizona,1987,2450859.5,2056324,3374128.3,1712736.1,1661392.2,1262274.2,1188585.3,1037762.9,1018561.1,0,2,2,0,2,2,NA,NA,NA,0,0,0,NA,NA,NA,0,19,19,NA,NA,NA,0,4,4,NA,NA,NA
Arizona,1986,2375771,1997192,3281221.4,1666753.8,1614467.6,1224343.6,1151427.4,1009248.2,987943.8,0,3,3,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,16,16,NA,NA,NA,0,7,7,NA,NA,NA
Arizona,1985,2300682.5,1938060,3188314.5,1620771.5,1567543,1186413,1114269.5,980733.5,957326.5,0,1,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,4,4,NA,NA,NA,0,9,9,NA,NA,NA
Arizona,1984,2225594,1878928,3095407.6,1574789.2,1520618.4,1148482.4,1077111.6,952218.8,926709.2,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,11,11,NA,NA,NA,0,1,1,NA,NA,NA
Arizona,1983,2150505.5,1819796,3002500.7,1528806.9,1473693.8,1110551.8,1039953.7,923704.1,896091.9,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,10,10,NA,NA,NA,0,1,1,NA,NA,NA
Arizona,1982,2075417,1760664,2909593.8,1482824.6,1426769.2,1072621.2,1002795.8,895189.4,865474.6,0,2,2,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,5,5,NA,NA,NA,0,4,4,NA,NA,NA
Arizona,1981,2000328.5,1701532,2816686.9,1436842.3,1379844.6,1034690.6,965637.9,866674.7,834857.3,0,2,2,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,3,3,NA,NA,NA,0,1,1,NA,NA,NA
Arizona,1980,1925240,1642400,2723780,1390860,1332920,996760,928480,838160,804240,0,1,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,4,4,NA,NA,NA,0,1,1,NA,NA,NA
Arizona,1979,1844166,1574900,2627942,1341584,1286358,954584,889582,803854,771046,0,0,0,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,1,6,7,NA,NA,NA,0,1,1,NA,NA,NA
Arizona,1978,1763092,1507400,2532104,1292308,1239796,912408,850684,769548,737852,0,5,5,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,1,3,4,NA,NA,NA,0,0,0,NA,NA,NA
