state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,custody_including_private_facilities_female,custody_including_private_facilities_male,custody_private_prison_female,custody_private_prison_male,custody_private_prison_total,custody_public_prisons_female,custody_public_prisons_male,custody_public_prisons_total,custody_unsentenced_female,custody_unsentenced_male,custody_unsentenced_total,total_under_custody_female,total_under_custody_male,total_under_custody_total
Florida,1999,11800885.1,9242397.2,15320684.8,7886769.4,7433915.4,6168487.4,5632397.7,4724993.5,4517403.7,3820,65776,804,2969,3773,3016,62807,65823,0,0,0,3820,65776,69596
Florida,1998,11607200.2,9087449.4,15054264.6,7752565.8,7301698.8,6069775.8,5537424.4,4644795,4442654.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3526,63698,67224
Florida,1997,11413515.3,8932501.6,14787844.4,7618362.2,7169482.2,5971064.2,5442451.1,4564596.5,4367905.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3419,61207,64626
Florida,1996,11219830.4,8777553.8,14521424.2,7484158.6,7037265.6,5872352.6,5347477.8,4484398,4293155.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3302,60461,63763
Florida,1995,11026145.5,8622606,14255004,7349955,6905049,5773641,5252504.5,4404199.5,4218406.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3660,60219,63879
Florida,1994,10832460.6,8467658.2,13988583.8,7215751.4,6772832.4,5674929.4,5157531.2,4324001,4143657.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3068,54100,57168
Florida,1993,10638775.7,8312710.4,13722163.6,7081547.8,6640615.8,5576217.8,5062557.9,4243802.5,4068907.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2699,50349,53048
Florida,1992,10445090.8,8157762.6,13455743.4,6947344.2,6508399.2,5477506.2,4967584.6,4163604,3994158.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2599,45703,48302
Florida,1991,10251405.9,8002814.8,13189323.2,6813140.6,6376182.6,5378794.6,4872611.3,4083405.5,3919409.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2621,43828,46449
Florida,1990,10057721,7847867,12922903,6678937,6243966,5280083,4777638,4003207,3844660,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2587,41405,43992
Florida,1989,9789654.9,7644042.3,12607470.7,6520065.3,6087405.4,5144216.7,4645438.2,3905668.3,3738374,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2472,37094,39566
Florida,1988,9521588.8,7440217.6,12292038.4,6361193.6,5930844.8,5008350.4,4513238.4,3808129.6,3632088,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1952,32375,34327
Florida,1987,9253522.7,7236392.9,11976606.1,6202321.9,5774284.2,4872484.1,4381038.6,3710590.9,3525802,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1696,30228,31924
Florida,1986,8985456.6,7032568.2,11661173.8,6043450.2,5617723.6,4736617.8,4248838.8,3613052.2,3419516,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1286,30602,31888
Florida,1985,8717390.5,6828743.5,11345741.5,5884578.5,5461163,4600751.5,4116639,3515513.5,3313230,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1286,26886,28172
Florida,1984,8449324.4,6624918.8,11030309.2,5725706.8,5304602.4,4464885.2,3984439.2,3417974.8,3206944,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1149,25757,26906
Florida,1983,8181258.3,6421094.1,10714876.9,5566835.1,5148041.8,4329018.9,3852239.4,3320436.1,3100658,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1175,25054,26229
Florida,1982,7913192.2,6217269.4,10399444.6,5407963.4,4991481.2,4193152.6,3720039.6,3222897.4,2994372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,27565
Florida,1981,7645126.1,6013444.7,10084012.3,5249091.7,4834920.6,4057286.3,3587839.8,3125358.7,2888086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,23277
Florida,1980,7377060,5809620,9768580,5090220,4678360,3921420,3455640,3027820,2781800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,20457
Florida,1979,7104164,5602528,9470802,4932068,4538734,3774808,3329356,2921498,2681030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,19232
Florida,1978,6831268,5395436,9173024,4773916,4399108,3628196,3203072,2815176,2580260,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,20377
