state,year,population_adult,population_aged_18_65,population,population_female,population_male,population_female_adult,population_male_adult,population_female_aged_18_65,population_male_aged_18_65,deaths_caused_by_another_person_female,deaths_caused_by_another_person_male,deaths_caused_by_another_person_total,deaths_from_accidental_injury_to_self_female,deaths_from_accidental_injury_to_self_male,deaths_from_accidental_injury_to_self_total,deaths_from_aids_female,deaths_from_aids_male,deaths_from_aids_total,deaths_from_execution_female,deaths_from_execution_male,deaths_from_execution_total,deaths_from_homicide_by_other_inmates_female,deaths_from_homicide_by_other_inmates_male,deaths_from_homicide_by_other_inmates_total,deaths_from_illness_or_natural_cause_female,deaths_from_illness_or_natural_cause_male,deaths_from_illness_or_natural_cause_total,deaths_from_other_homicide_female,deaths_from_other_homicide_male,deaths_from_other_homicide_total,deaths_from_suicide_female,deaths_from_suicide_male,deaths_from_suicide_total,total_deaths_female,total_deaths_male,total_deaths_total
Colorado,1992,2566536.6,2250821.8,3475750.6,1747676.6,1728074,1305495.6,1261041,1119759.2,1131062.6,0,4,4,0,1,1,0,1,1,0,0,0,NA,NA,NA,0,6,6,NA,NA,NA,0,2,2,NA,NA,NA
Colorado,1991,2496544.8,2187566.9,3379253.3,1702535.8,1676717.5,1273033.8,1223511,1090287.1,1097279.8,0,1,1,0,1,1,0,1,1,0,0,0,NA,NA,NA,0,3,3,NA,NA,NA,0,4,4,NA,NA,NA
Colorado,1990,2426553,2124312,3282756,1657395,1625361,1240572,1185981,1060815,1063497,0,1,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,7,7,NA,NA,NA,0,0,0,NA,NA,NA
Colorado,1989,2391383.7,2096310.8,3244088.4,1637875.5,1606212.9,1222460.8,1168922.9,1046765.5,1049545.3,0,1,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,7,7,NA,NA,NA,0,2,2,NA,NA,NA
Colorado,1988,2356214.4,2068309.6,3205420.8,1618356,1587064.8,1204349.6,1151864.8,1032716,1035593.6,0,1,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,4,4,NA,NA,NA,0,3,3,NA,NA,NA
Colorado,1987,2321045.1,2040308.4,3166753.2,1598836.5,1567916.7,1186238.4,1134806.7,1018666.5,1021641.9,0,1,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,5,5,NA,NA,NA,0,1,1,NA,NA,NA
Colorado,1986,2285875.8,2012307.2,3128085.6,1579317,1548768.6,1168127.2,1117748.6,1004617,1007690.2,0,1,1,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,4,4,NA,NA,NA,0,2,2,NA,NA,NA
Colorado,1985,2250706.5,1984306,3089418,1559797.5,1529620.5,1150016,1100690.5,990567.5,993738.5,0,1,1,0,1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,2,2,NA,NA,NA,0,0,0,NA,NA,NA
Colorado,1984,2215537.2,1956304.8,3050750.4,1540278,1510472.4,1131904.8,1083632.4,976518,979786.8,0,2,2,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,2,2,NA,NA,NA,0,1,1,NA,NA,NA
Colorado,1983,2180367.9,1928303.6,3012082.8,1520758.5,1491324.3,1113793.6,1066574.3,962468.5,965835.1,0,1,1,1,0,1,NA,NA,NA,0,0,0,NA,NA,NA,0,3,3,NA,NA,NA,0,1,1,NA,NA,NA
Colorado,1982,2145198.6,1900302.4,2973415.2,1501239,1472176.2,1095682.4,1049516.2,948419,951883.4,0,2,2,0,1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,3,3,NA,NA,NA,0,2,2,NA,NA,NA
Colorado,1981,2110029.3,1872301.2,2934747.6,1481719.5,1453028.1,1077571.2,1032458.1,934369.5,937931.7,0,2,2,0,1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,3,3,NA,NA,NA,0,1,1,NA,NA,NA
Colorado,1980,2074860,1844300,2896080,1462200,1433880,1059460,1015400,920320,923980,0,3,3,0,2,2,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,3,3,NA,NA,NA
Colorado,1979,2010144,1784600,2827062,1428120,1398942,1027284,982860,891678,892922,0,0,0,0,1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,1,1,NA,NA,NA,0,1,1,NA,NA,NA
Colorado,1978,1945428,1724900,2758044,1394040,1364004,995108,950320,863036,861864,0,2,2,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,0,4,4,NA,NA,NA
