agency,year,state,population,ORI,officers_killed_by_accident,officers_killed_by_felony,officers_assaulted,act_murder,act_manslaughter,act_rape_total,act_force_rape,act_attempted_rape,act_robbery_total,act_gun_robbery,act_knife_robbery,act_other_weapon_robbery,act_strong_arm_robbery,act_assault_total,act_aggravated_assault,act_gun_assault,act_knife_assault,act_other_weapon_assault,act_hand_feet_assault,act_simple_assault,act_burglary_total,act_burg_force_entry,act_burg_no_force_entry,act_attempted_burglary,act_theft_total,act_mtr_vhc_theft_total,act_auto_theft,act_truck_bus_theft,act_other_vhc_theft,act_all_fields,clr_murder,clr_18_murder,clr_manslaughter,clr_18_manslaughter,clr_rape_total,clr_18_rape_total,clr_force_rape,clr_18_force_rape,clr_attempted_rape,clr_18_attempted_rape,clr_robbery_total,clr_18_robbery_total,clr_gun_robbery,clr_18_gun_robbery,clr_knife_robbery,clr_18_knife_robbery,clr_other_weapon_robbery,clr_18_other_weapon_robbery,clr_strong_arm_robbery,clr_18_strong_arm_robbery,clr_assault_total,clr_18_assault_total,clr_aggravated_assault,clr_18_aggravated_assault,clr_gun_assault,clr_18_gun_assault,clr_knife_assault,clr_18_knife_assault,clr_other_weapon_assault,clr_18_other_weapon_assault,clr_hand_feet_assault,clr_18_hand_feet_assault,clr_simple_assault,clr_18_simple_assault,clr_burglary_total,clr_18_burglary_total,clr_burg_force_entry,clr_18_burg_force_entry,clr_burg_no_force_entry,clr_18_burg_no_force_entry,clr_attempted_burglary,clr_18_attempted_burglary,clr_theft_total,clr_18_theft_total,clr_mtr_vhc_theft_total,clr_18_mtr_vhc_theft_total,clr_auto_theft,clr_18_auto_theft,clr_truck_bus_theft,clr_18_truck_bus_theft,clr_other_vhc_theft,clr_18_other_vhc_theft,clr_all_fields,clr_18_all_fields,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_force_rape,unfound_attempted_rape,unfound_robbery_total,unfound_gun_robbery,unfound_knife_robbery,unfound_other_weapon_robbery,unfound_strong_arm_robbery,unfound_assault_total,unfound_aggravated_assault,unfound_gun_assault,unfound_knife_assault,unfound_other_weapon_assault,unfound_hand_feet_assault,unfound_simple_assault,unfound_burglary_total,unfound_burg_force_entry,unfound_burg_no_force_entry,unfound_attempted_burglary,unfound_theft_total,unfound_mtr_vhc_theft_total,unfound_auto_theft,unfound_truck_bus_theft,unfound_other_vhc_theft,unfound_all_fields
Sp: Lincoln County,1971,Kentucky,0,KY069SP,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,2,0,0,1,0,16,14,1,1,7,2,2,0,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp: Lincoln County,1972,Kentucky,0,KY069SP,0,0,0,0,1,0,0,0,1,1,0,0,0,4,4,4,0,0,0,0,14,12,1,1,7,1,1,0,0,28,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,2,0,1,1,1,1,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp: Lincoln County,1973,Kentucky,0,KY069SP,0,0,0,1,3,2,2,0,1,1,0,0,0,3,3,3,0,0,0,1,17,17,0,0,9,4,4,0,0,40,1,0,3,0,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,3,1,3,1,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp: Lincoln County,1974,Kentucky,0,KY069SP,0,0,0,4,0,1,1,0,1,1,0,0,0,6,6,5,1,0,0,0,34,31,3,0,11,5,4,1,0,62,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,6,1,5,1,1,0,0,0,0,0,0,0,8,5,7,4,1,1,0,0,3,0,1,0,0,0,1,0,0,0,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp: Lincoln County,1975,Kentucky,0,KY069SP,0,0,0,4,0,0,0,0,1,0,1,0,0,6,5,3,2,0,0,1,21,19,2,0,5,3,3,0,0,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,2,0,2,0,0,0,0,0,0,0,9,4,9,4,0,0,0,0,3,1,1,0,1,0,0,0,0,0,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp: Lincoln County,1976,Kentucky,0,KY069SP,0,0,0,1,0,0,0,0,1,1,0,0,0,14,7,6,0,1,0,7,14,13,1,0,7,3,3,0,0,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,6,1,5,1,0,0,1,0,0,0,7,0,2,1,2,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp: Lincoln County,1977,Kentucky,0,KY069SP,0,0,1,4,7,0,0,0,3,2,0,1,0,6,4,3,0,1,0,2,23,18,4,1,9,5,5,0,0,57,4,0,7,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,1,3,1,2,1,0,0,1,0,0,0,2,0,3,0,1,0,1,0,1,0,3,0,2,0,2,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp: Lincoln County,1978,Kentucky,0,KY069SP,0,0,1,0,1,3,3,0,5,3,1,1,0,4,2,2,0,0,0,2,24,21,3,0,7,8,8,0,0,52,0,0,0,0,1,0,1,0,0,0,4,0,3,0,1,0,0,0,0,0,3,1,1,1,1,1,0,0,0,0,0,0,2,0,3,0,2,0,1,0,0,0,1,1,3,0,3,0,0,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp: Lincoln County,1979,Kentucky,0,KY069SP,NA,NA,NA,2,0,3,3,0,1,1,0,0,0,8,8,5,2,0,1,0,23,19,3,1,17,10,6,4,0,64,2,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,5,0,5,0,3,0,1,0,0,0,1,0,0,0,9,0,8,0,0,0,1,0,8,0,8,1,4,1,4,0,0,0,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp: Lincoln County,1980,Kentucky,0,KY069SP,0,0,0,1,0,0,0,0,0,0,0,0,0,8,7,4,2,1,0,1,39,32,7,0,24,7,3,2,2,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,10,0,7,0,3,0,0,0,4,1,1,0,1,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
