agency,year,state,population,ORI,officers_killed_by_accident,officers_killed_by_felony,officers_assaulted,act_murder,act_manslaughter,act_rape_total,act_force_rape,act_attempted_rape,act_robbery_total,act_gun_robbery,act_knife_robbery,act_other_weapon_robbery,act_strong_arm_robbery,act_assault_total,act_aggravated_assault,act_gun_assault,act_knife_assault,act_other_weapon_assault,act_hand_feet_assault,act_simple_assault,act_burglary_total,act_burg_force_entry,act_burg_no_force_entry,act_attempted_burglary,act_theft_total,act_mtr_vhc_theft_total,act_auto_theft,act_truck_bus_theft,act_other_vhc_theft,act_all_fields,clr_murder,clr_18_murder,clr_manslaughter,clr_18_manslaughter,clr_rape_total,clr_18_rape_total,clr_force_rape,clr_18_force_rape,clr_attempted_rape,clr_18_attempted_rape,clr_robbery_total,clr_18_robbery_total,clr_gun_robbery,clr_18_gun_robbery,clr_knife_robbery,clr_18_knife_robbery,clr_other_weapon_robbery,clr_18_other_weapon_robbery,clr_strong_arm_robbery,clr_18_strong_arm_robbery,clr_assault_total,clr_18_assault_total,clr_aggravated_assault,clr_18_aggravated_assault,clr_gun_assault,clr_18_gun_assault,clr_knife_assault,clr_18_knife_assault,clr_other_weapon_assault,clr_18_other_weapon_assault,clr_hand_feet_assault,clr_18_hand_feet_assault,clr_simple_assault,clr_18_simple_assault,clr_burglary_total,clr_18_burglary_total,clr_burg_force_entry,clr_18_burg_force_entry,clr_burg_no_force_entry,clr_18_burg_no_force_entry,clr_attempted_burglary,clr_18_attempted_burglary,clr_theft_total,clr_18_theft_total,clr_mtr_vhc_theft_total,clr_18_mtr_vhc_theft_total,clr_auto_theft,clr_18_auto_theft,clr_truck_bus_theft,clr_18_truck_bus_theft,clr_other_vhc_theft,clr_18_other_vhc_theft,clr_all_fields,clr_18_all_fields,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_force_rape,unfound_attempted_rape,unfound_robbery_total,unfound_gun_robbery,unfound_knife_robbery,unfound_other_weapon_robbery,unfound_strong_arm_robbery,unfound_assault_total,unfound_aggravated_assault,unfound_gun_assault,unfound_knife_assault,unfound_other_weapon_assault,unfound_hand_feet_assault,unfound_simple_assault,unfound_burglary_total,unfound_burg_force_entry,unfound_burg_no_force_entry,unfound_attempted_burglary,unfound_theft_total,unfound_mtr_vhc_theft_total,unfound_auto_theft,unfound_truck_bus_theft,unfound_other_vhc_theft,unfound_all_fields
Goodman Police Department,1984,Mississippi,1264,MS02606,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goodman Police Department,1995,Mississippi,1260,MS02606,0,0,1,0,0,0,0,0,3,2,1,0,0,77,26,4,1,2,19,51,11,7,4,0,11,4,4,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2,4,0,0,0,0,0,0,0,4,0,17,2,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,23,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2
Goodman Police Department,1996,Mississippi,1268,MS02606,0,0,3,0,0,0,0,0,10,2,0,0,8,52,21,7,2,2,10,31,12,6,6,0,5,11,4,7,0,90,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,8,0,52,1,21,1,7,0,2,1,2,0,10,0,31,0,9,0,4,0,5,0,0,0,5,0,10,0,4,0,6,0,0,0,86,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Goodman Police Department,1999,Mississippi,1356,MS02606,0,0,0,0,0,0,0,0,4,4,0,0,0,67,18,5,2,5,6,49,12,6,2,4,14,5,5,0,0,102,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,67,2,18,0,5,0,2,0,5,0,6,0,49,2,13,4,6,1,3,0,4,3,14,2,5,0,5,0,0,0,0,0,103,8,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,2,5,3,1,1,0,0,0,0,0,8
Goodman Police Department,2000,Mississippi,1252,MS02606,0,0,0,0,0,2,0,2,2,0,1,1,0,73,22,1,0,3,18,51,12,11,0,1,6,11,8,1,2,106,0,0,0,0,2,0,0,0,2,0,2,0,0,0,1,0,1,0,0,0,64,1,22,1,1,0,0,0,3,1,18,0,42,0,12,3,11,3,0,0,1,0,5,0,6,3,4,3,1,0,1,0,91,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
