agency,year,state,population,ORI,officers_killed_by_accident,officers_killed_by_felony,officers_assaulted,act_murder,act_manslaughter,act_rape_total,act_force_rape,act_attempted_rape,act_robbery_total,act_gun_robbery,act_knife_robbery,act_other_weapon_robbery,act_strong_arm_robbery,act_assault_total,act_aggravated_assault,act_gun_assault,act_knife_assault,act_other_weapon_assault,act_hand_feet_assault,act_simple_assault,act_burglary_total,act_burg_force_entry,act_burg_no_force_entry,act_attempted_burglary,act_theft_total,act_mtr_vhc_theft_total,act_auto_theft,act_truck_bus_theft,act_other_vhc_theft,act_all_fields,clr_murder,clr_18_murder,clr_manslaughter,clr_18_manslaughter,clr_rape_total,clr_18_rape_total,clr_force_rape,clr_18_force_rape,clr_attempted_rape,clr_18_attempted_rape,clr_robbery_total,clr_18_robbery_total,clr_gun_robbery,clr_18_gun_robbery,clr_knife_robbery,clr_18_knife_robbery,clr_other_weapon_robbery,clr_18_other_weapon_robbery,clr_strong_arm_robbery,clr_18_strong_arm_robbery,clr_assault_total,clr_18_assault_total,clr_aggravated_assault,clr_18_aggravated_assault,clr_gun_assault,clr_18_gun_assault,clr_knife_assault,clr_18_knife_assault,clr_other_weapon_assault,clr_18_other_weapon_assault,clr_hand_feet_assault,clr_18_hand_feet_assault,clr_simple_assault,clr_18_simple_assault,clr_burglary_total,clr_18_burglary_total,clr_burg_force_entry,clr_18_burg_force_entry,clr_burg_no_force_entry,clr_18_burg_no_force_entry,clr_attempted_burglary,clr_18_attempted_burglary,clr_theft_total,clr_18_theft_total,clr_mtr_vhc_theft_total,clr_18_mtr_vhc_theft_total,clr_auto_theft,clr_18_auto_theft,clr_truck_bus_theft,clr_18_truck_bus_theft,clr_other_vhc_theft,clr_18_other_vhc_theft,clr_all_fields,clr_18_all_fields,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_force_rape,unfound_attempted_rape,unfound_robbery_total,unfound_gun_robbery,unfound_knife_robbery,unfound_other_weapon_robbery,unfound_strong_arm_robbery,unfound_assault_total,unfound_aggravated_assault,unfound_gun_assault,unfound_knife_assault,unfound_other_weapon_assault,unfound_hand_feet_assault,unfound_simple_assault,unfound_burglary_total,unfound_burg_force_entry,unfound_burg_no_force_entry,unfound_attempted_burglary,unfound_theft_total,unfound_mtr_vhc_theft_total,unfound_auto_theft,unfound_truck_bus_theft,unfound_other_vhc_theft,unfound_all_fields
Sp: Northampton County,1972,Virginia,0,VA065SP,0,0,0,0,8,0,0,0,7,5,0,0,2,4,4,2,0,1,1,1,17,16,1,0,21,15,15,0,0,72,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,3,0,3,0,1,0,0,0,1,0,1,0,1,0,4,1,3,1,1,0,0,0,3,2,2,1,2,1,0,0,0,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp: Northampton County,1973,Virginia,0,VA065SP,0,0,0,3,8,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,14,11,3,0,22,9,9,0,0,60,3,0,1,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,0,0,3,0,3,0,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp: Northampton County,1974,Virginia,0,VA065SP,0,0,0,1,4,5,4,1,1,1,0,0,0,4,4,2,1,0,1,0,27,20,6,1,42,14,11,3,0,98,1,0,0,0,5,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2,0,1,0,0,0,0,0,0,0,6,2,3,2,2,0,1,0,5,1,2,0,1,0,1,0,0,0,22,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp: Northampton County,1975,Virginia,0,VA065SP,0,0,0,1,4,0,0,0,4,3,0,0,1,2,2,1,0,1,0,0,23,17,6,0,20,15,11,4,0,69,0,0,4,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,5,1,3,0,3,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp: Northampton County,1976,Virginia,0,VA065SP,0,0,0,1,0,1,1,0,1,1,0,0,0,2,2,0,0,1,1,0,12,9,2,1,43,10,9,1,0,70,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,1,0,0,0,3,0,3,0,0,0,0,0,20,0,2,1,1,1,1,0,0,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp: Northampton County,1977,Virginia,0,VA065SP,0,0,0,0,0,0,0,0,4,1,0,1,2,2,2,2,0,0,0,0,9,5,3,1,18,7,7,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,5,1,1,0,1,0,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp: Northampton County,1978,Virginia,0,VA065SP,0,0,0,1,0,2,2,0,1,1,0,0,0,3,0,0,0,0,0,3,3,2,1,0,12,6,6,0,0,28,0,0,0,0,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp: Northampton County,1979,Virginia,0,VA065SP,NA,NA,NA,0,0,0,0,0,2,1,1,0,0,6,1,0,0,0,1,5,9,8,1,0,24,8,8,0,0,49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,3,0,2,2,2,2,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp: Northampton County,1980,Virginia,0,VA065SP,0,0,0,0,0,2,2,0,0,0,0,0,0,6,5,3,0,1,1,1,22,21,1,0,38,9,9,0,0,77,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,1,2,0,0,0,1,0,1,1,1,0,5,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sp: Northampton County,1981,Virginia,0,VA065SP,0,0,0,0,0,1,1,0,0,0,0,0,0,4,2,0,1,1,0,2,11,11,0,0,23,3,3,0,0,42,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,2,1,2,1,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
