agency,year,state,population,ORI,officers_killed_by_felony,officers_killed_by_accident,officers_assaulted,actual_murder,actual_manslaughter,actual_rape_total,actual_rape_by_force,actual_rape_attempted,actual_robbery_total,actual_robbery_with_a_gun,actual_robbery_with_a_knife,actual_robbery_other_weapon,actual_robbery_unarmed,actual_assault_total,actual_assault_with_a_gun,actual_assault_with_a_knife,actual_assault_other_weapon,actual_assault_unarmed,actual_assault_simple,actual_burg_total,actual_burg_force_entry,actual_burg_nonforce_entry,actual_burg_attempted,actual_theft_total,actual_mtr_veh_theft_total,actual_mtr_veh_theft_car,actual_mtr_veh_theft_truck,actual_mtr_veh_theft_other,actual_all_crimes,actual_theft_under50_dollar,actual_assault_aggravated,actual_index_violent,actual_index_property,actual_index_total,tot_clr_murder,tot_clr_manslaughter,tot_clr_rape_total,tot_clr_rape_by_force,tot_clr_rape_attempted,tot_clr_robbery_total,tot_clr_robbery_with_a_gun,tot_clr_robbery_with_a_knife,tot_clr_robbery_other_weapon,tot_clr_robbery_unarmed,tot_clr_assault_total,tot_clr_assault_with_a_gun,tot_clr_assault_with_a_knife,tot_clr_assault_other_weapon,tot_clr_assault_unarmed,tot_clr_assault_simple,tot_clr_burg_total,tot_clr_burg_force_entry,tot_clr_burg_nonforce_entry,tot_clr_burg_attempted,tot_clr_theft_total,tot_clr_mtr_veh_theft_total,tot_clr_mtr_veh_theft_car,tot_clr_mtr_veh_theft_truck,tot_clr_mtr_veh_theft_other,tot_clr_all_crimes,tot_clr_theft_under50_dollar,tot_clr_assault_aggravated,tot_clr_index_violent,tot_clr_index_property,tot_clr_index_total,clr_18_murder,clr_18_manslaughter,clr_18_rape_total,clr_18_rape_by_force,clr_18_rape_attempted,clr_18_robbery_total,clr_18_robbery_with_a_gun,clr_18_robbery_with_a_knife,clr_18_robbery_other_weapon,clr_18_robbery_unarmed,clr_18_assault_total,clr_18_assault_with_a_gun,clr_18_assault_with_a_knife,clr_18_assault_other_weapon,clr_18_assault_unarmed,clr_18_assault_simple,clr_18_burg_total,clr_18_burg_force_entry,clr_18_burg_nonforce_entry,clr_18_burg_attempted,clr_18_theft_total,clr_18_mtr_veh_theft_total,clr_18_mtr_veh_theft_car,clr_18_mtr_veh_theft_truck,clr_18_mtr_veh_theft_other,clr_18_all_crimes,clr_18_theft_under50_dollar,clr_18_assault_aggravated,clr_18_index_violent,clr_18_index_property,clr_18_index_total,unfound_murder,unfound_manslaughter,unfound_rape_total,unfound_rape_by_force,unfound_rape_attempted,unfound_robbery_total,unfound_robbery_with_a_gun,unfound_robbery_with_a_knife,unfound_robbery_other_weapon,unfound_robbery_unarmed,unfound_assault_total,unfound_assault_with_a_gun,unfound_assault_with_a_knife,unfound_assault_other_weapon,unfound_assault_unarmed,unfound_assault_simple,unfound_burg_total,unfound_burg_force_entry,unfound_burg_nonforce_entry,unfound_burg_attempted,unfound_theft_total,unfound_mtr_veh_theft_total,unfound_mtr_veh_theft_car,unfound_mtr_veh_theft_truck,unfound_mtr_veh_theft_other,unfound_all_crimes,unfound_theft_under50_dollar,unfound_assault_aggravated,unfound_index_violent,unfound_index_property,unfound_index_total
Gering Police Department,2023,Nebraska,8413,NB07902,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,1,0,29,1,1,0,0,18,1,1,0,0,50,0,1,1,20,21,0,0,0,0,0,0,0,0,0,0,22,0,0,1,0,21,0,0,0,0,8,0,0,0,0,30,0,1,1,8,9,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,7,0,0,0,0,1,0,0,0,0,9,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gering Police Department,2022,Nebraska,8372,NB07902,0,0,0,0,0,3,3,0,0,0,0,0,0,86,0,2,6,2,76,20,11,9,0,81,6,5,0,1,196,0,10,13,107,120,0,0,1,1,0,0,0,0,0,0,43,0,1,4,2,36,0,0,0,0,4,0,0,0,0,48,0,7,8,4,12,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,3,0,2,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gering Police Department,2021,Nebraska,8017,NB07902,0,0,0,0,0,1,1,0,3,2,0,0,1,96,0,3,5,0,88,13,2,11,0,67,9,7,0,2,189,0,8,12,89,101,0,0,0,0,0,1,1,0,0,0,34,0,0,3,0,31,1,0,1,0,4,3,2,0,1,43,0,3,4,8,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gering Police Department,2020,Nebraska,8086,NB07902,0,0,0,0,0,3,3,0,1,0,0,0,1,105,0,2,3,1,99,61,51,10,0,64,6,6,0,0,240,0,6,10,131,141,0,0,0,0,0,0,0,0,0,0,51,0,2,0,1,48,0,0,0,0,2,1,1,0,0,54,0,3,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gering Police Department,2019,Nebraska,8189,NB07902,0,0,0,0,0,2,2,0,2,0,0,0,2,97,1,2,1,1,92,7,2,3,2,82,6,6,0,0,196,0,5,9,95,104,0,0,1,1,0,0,0,0,0,0,49,1,2,1,0,45,1,0,0,1,4,1,1,0,0,56,0,4,5,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gering Police Department,2018,Nebraska,8291,NB07902,0,0,0,0,0,5,5,0,1,0,0,0,1,76,0,2,4,2,68,14,1,12,1,91,8,8,0,0,195,0,8,14,113,127,0,0,1,1,0,1,0,0,0,1,29,0,1,1,1,26,1,0,1,0,8,1,1,0,0,41,0,3,5,10,15,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,4,0,0,0,0,6,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gering Police Department,2017,Nebraska,8333,NB07902,0,0,0,0,0,3,2,1,1,0,0,0,1,66,0,0,2,11,53,26,3,20,3,99,7,7,0,0,202,0,13,17,132,149,0,0,1,0,1,0,0,0,0,0,38,0,0,1,9,28,2,0,1,1,16,0,0,0,0,57,0,10,11,18,29,0,0,1,0,1,0,0,0,0,0,3,0,0,0,1,2,1,0,1,0,7,0,0,0,0,12,0,1,2,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gering Police Department,2016,Nebraska,8297,NB07902,0,0,0,0,0,2,1,1,0,0,0,0,0,74,0,0,1,1,72,35,18,15,2,81,6,5,0,1,198,0,2,4,122,126,0,0,0,0,0,0,0,0,0,0,28,0,0,1,1,26,1,0,1,0,7,2,2,0,0,38,0,2,2,10,12,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,1,1,0,0,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gering Police Department,2015,Nebraska,8335,NB07902,0,0,0,0,0,2,0,2,1,0,1,0,0,41,0,0,1,1,39,25,16,8,1,88,1,1,0,0,158,0,2,5,114,119,0,0,0,0,0,0,0,0,0,0,26,0,0,0,1,25,1,0,1,0,7,0,0,0,0,34,0,1,1,8,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gering Police Department,2014,Nebraska,8469,NB07902,0,0,0,0,0,1,0,1,0,0,0,0,0,49,0,0,1,1,47,33,12,20,1,127,6,2,0,4,216,0,2,3,166,169,0,0,0,0,0,0,0,0,0,0,32,0,0,0,1,31,2,0,1,1,13,3,2,0,1,50,0,1,1,18,19,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,2,1,1,0,0,9,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1
