agency,year,state,population,ORI,total_officers,female_employees_officers,male_employees_officers,total_civilians,female_employees_civilians,male_employees_civilians,officers_killed_accident,officers_killed_felony,assault_injury_total,assault_injury_gun,assault_injury_knife,assault_injury_hand_feet,assault_injury_other,assault_no_injury_total,assault_no_injury_gun,assault_no_injury_knife,assault_no_injury_hand_feet,assault_no_injury_other,total_assault_total,total_assault_gun,total_assault_knife,total_assault_hand_feet,total_assault_other,all_oth_total_assault,ambush_total_assault,att_oth_arrest_total_assault,burglary_total_assault,civil_disorder_total_assault,cust_prisoners_total_assault,deranged_total_assault,disturbance_total_assault,robbery_total_assault,susp_pers_total_assault,traffic_total_assault
Arkansas State University - Beebe Police,2016,Arkansas,0,AR07312,5,0,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas State University - Beebe Police,2015,Arkansas,0,AR07312,4,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas State University - Beebe Police,2014,Arkansas,0,AR07312,4,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas State University - Beebe Police,2013,Arkansas,0,AR07312,4,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas State University - Beebe Police,2012,Arkansas,0,AR07312,4,0,4,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas State University - Beebe Police,2011,Arkansas,0,AR07312,4,0,4,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas State University - Beebe Police,2010,Arkansas,0,AR07312,4,0,4,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas State University - Beebe Police,2009,Arkansas,0,AR07312,4,0,4,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arkansas State University - Beebe Police,2008,Arkansas,0,AR07312,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas State University - Beebe Police,2007,Arkansas,0,AR07312,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas State University - Beebe Police,2006,Arkansas,0,AR07312,3,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arkansas State University - Beebe Police,2005,Arkansas,0,AR07312,17,2,15,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
