agency,year,state,population,ORI,total_officers,female_employees_officers,male_employees_officers,total_civilians,female_employees_civilians,male_employees_civilians,officers_killed_accident,officers_killed_felony,assault_injury_total,assault_injury_gun,assault_injury_knife,assault_injury_hand_feet,assault_injury_other,assault_no_injury_total,assault_no_injury_gun,assault_no_injury_knife,assault_no_injury_hand_feet,assault_no_injury_other,total_assault_total,total_assault_gun,total_assault_knife,total_assault_hand_feet,total_assault_other,all_oth_total_assault,ambush_total_assault,att_oth_arrest_total_assault,burglary_total_assault,civil_disorder_total_assault,cust_prisoners_total_assault,deranged_total_assault,disturbance_total_assault,robbery_total_assault,susp_pers_total_assault,traffic_total_assault
Pink Hill Police Department,1990,North Carolina,547,NC05403,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pink Hill Police Department,1989,North Carolina,577,NC05403,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pink Hill Police Department,1988,North Carolina,583,NC05403,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pink Hill Police Department,1987,North Carolina,577,NC05403,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pink Hill Police Department,1986,North Carolina,613,NC05403,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pink Hill Police Department,1985,North Carolina,623,NC05403,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
Pink Hill Police Department,1984,North Carolina,614,NC05403,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pink Hill Police Department,1983,North Carolina,656,NC05403,1,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,1,1,3,0,0,1,2,0,0,1,0,0,0,0,0,0,0,2
Pink Hill Police Department,1982,North Carolina,650,NC05403,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
Pink Hill Police Department,1981,North Carolina,643,NC05403,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pink Hill Police Department,1980,North Carolina,631,NC05403,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0
Pink Hill Police Department,1979,North Carolina,549,NC05403,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pink Hill Police Department,1978,North Carolina,585,NC05403,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
