agency,year,state,population,ORI,total_officers,female_employees_officers,male_employees_officers,total_civilians,female_employees_civilians,male_employees_civilians,officers_killed_accident,officers_killed_felony,assault_injury_total,assault_injury_gun,assault_injury_knife,assault_injury_hand_feet,assault_injury_other,assault_no_injury_total,assault_no_injury_gun,assault_no_injury_knife,assault_no_injury_hand_feet,assault_no_injury_other,total_assault_total,total_assault_gun,total_assault_knife,total_assault_hand_feet,total_assault_other,all_oth_total_assault,ambush_total_assault,att_oth_arrest_total_assault,burglary_total_assault,civil_disorder_total_assault,cust_prisoners_total_assault,deranged_total_assault,disturbance_total_assault,robbery_total_assault,susp_pers_total_assault,traffic_total_assault
Martinsville Police Dept,1975,Illinois,1384,IL01203,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martinsville Police Dept,1976,Illinois,1437,IL01203,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martinsville Police Dept,1977,Illinois,1356,IL01203,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martinsville Police Dept,1978,Illinois,1173,IL01203,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martinsville Police Dept,1979,Illinois,1163,IL01203,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martinsville Police Dept,1980,Illinois,1304,IL01203,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martinsville Police Dept,1981,Illinois,1315,IL01203,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Martinsville Police Dept,1982,Illinois,1315,IL01203,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martinsville Police Dept,1983,Illinois,1319,IL01203,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martinsville Police Dept,1984,Illinois,1272,IL01203,3,0,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Martinsville Police Dept,1985,Illinois,1275,IL01203,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martinsville Police Dept,1986,Illinois,1217,IL01203,3,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martinsville Police Dept,1987,Illinois,1153,IL01203,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martinsville Police Dept,1988,Illinois,1118,IL01203,3,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martinsville Police Dept,1989,Illinois,1104,IL01203,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martinsville Police Dept,1990,Illinois,1161,IL01203,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martinsville Police Dept,1991,Illinois,1172,IL01203,3,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martinsville Police Dept,1992,Illinois,1180,IL01203,3,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martinsville Police Dept,1993,Illinois,1199,IL01203,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martinsville Police Dept,1994,Illinois,1204,IL01203,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martinsville Police Dept,1995,Illinois,1205,IL01203,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martinsville Police Dept,1996,Illinois,1206,IL01203,3,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martinsville Police Dept,1997,Illinois,1210,IL01203,3,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martinsville Police Dept,1998,Illinois,1223,IL01203,3,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martinsville Police Dept,1999,Illinois,1230,IL01203,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martinsville Police Dept,2000,Illinois,1225,IL01203,3,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martinsville Police Dept,2001,Illinois,1231,IL01203,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martinsville Police Dept,2002,Illinois,1243,IL01203,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martinsville Police Dept,2003,Illinois,1226,IL01203,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martinsville Police Dept,2004,Illinois,1234,IL01203,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martinsville Police Dept,2005,Illinois,1228,IL01203,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martinsville Police Dept,2006,Illinois,1237,IL01203,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martinsville Police Dept,2007,Illinois,1231,IL01203,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martinsville Police Dept,2008,Illinois,1215,IL01203,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martinsville Police Dept,2009,Illinois,1211,IL01203,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martinsville Police Dept,2010,Illinois,1167,IL01203,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martinsville Police Dept,2011,Illinois,1171,IL01203,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martinsville Police Dept,2012,Illinois,1154,IL01203,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martinsville Police Dept,2013,Illinois,1155,IL01203,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martinsville Police Dept,2015,Illinois,1148,IL01203,2,0,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
