agency,year,state,population,ORI,total_officers,female_employees_officers,male_employees_officers,total_civilians,female_employees_civilians,male_employees_civilians,officers_killed_accident,officers_killed_felony,assault_injury_total,assault_injury_gun,assault_injury_knife,assault_injury_hand_feet,assault_injury_other,assault_no_injury_total,assault_no_injury_gun,assault_no_injury_knife,assault_no_injury_hand_feet,assault_no_injury_other,total_assault_total,total_assault_gun,total_assault_knife,total_assault_hand_feet,total_assault_other,all_oth_total_assault,ambush_total_assault,att_oth_arrest_total_assault,burglary_total_assault,civil_disorder_total_assault,cust_prisoners_total_assault,deranged_total_assault,disturbance_total_assault,robbery_total_assault,susp_pers_total_assault,traffic_total_assault
Macksville Police Department,2002,Kansas,520,KS09303,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Macksville Police Department,2003,Kansas,505,KS09303,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macksville Police Department,2004,Kansas,500,KS09303,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macksville Police Department,2005,Kansas,497,KS09303,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macksville Police Department,2006,Kansas,497,KS09303,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macksville Police Department,2008,Kansas,480,KS09303,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macksville Police Department,2009,Kansas,472,KS09303,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Macksville Police Department,2010,Kansas,549,KS09303,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Macksville Police Department,2011,Kansas,552,KS09303,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macksville Police Department,2012,Kansas,544,KS09303,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macksville Police Department,2014,Kansas,545,KS09303,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Macksville Police Department,2015,Kansas,542,KS09303,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
